job_id,client_id,job,salary
J442,442,unemployed,$95k
J443,443,admin.,$105k
J444,444,blue-collar,$55k
J445,445,admin.,$65k
J446,446,blue-collar,$285k
J447,447,services,$245k
J448,448,admin.,$165k
J449,449,housemaid,$95k
J450,450,technician,$35k
J451,451,retired,$125k
J452,452,management,$215k
J453,453,management,$75k
J454,454,technician,$75k
J455,455,technician,$85k
J456,456,blue-collar,$165k
J457,457,entrepreneur,$125k
J458,458,management,$95k
J459,459,technician,$185k
J460,460,admin.,$285k
J461,461,self-employed,$285k
J462,462,services,$105k
J463,463,management,$105k
J464,464,technician,$245k
J465,465,blue-collar,$45k
J466,466,housemaid,$95k
J467,467,management,$65k
J468,468,unknown,$285k
J469,469,services,$85k
J470,470,self-employed,$165k
J471,471,services,$285k
J472,472,blue-collar,$125k
J473,473,admin.,$45k
J474,474,technician,$165k
J475,475,blue-collar,$285k
J476,476,technician,$35k
J477,477,admin.,$45k
J478,478,student,$105k
J479,479,admin.,$35k
J480,480,technician,$65k
J481,481,unknown,$245k
J482,482,self-employed,$55k
J483,483,blue-collar,$165k
J484,484,technician,$85k
J485,485,admin.,$185k
J486,486,blue-collar,$75k
J487,487,entrepreneur,$215k
J488,488,blue-collar,$215k
J489,489,admin.,$65k
J490,490,services,$95k
J491,491,blue-collar,$285k
J492,492,management,$125k
J493,493,entrepreneur,$85k
J494,494,blue-collar,$215k
J495,495,management,$45k
J496,496,technician,$125k
J497,497,blue-collar,$105k
J498,498,admin.,$145k
J499,499,blue-collar,$85k
J500,500,unknown,$165k
J501,501,admin.,$35k
J502,502,unknown,$55k
J503,503,management,$35k
J504,504,self-employed,$45k
J505,505,housemaid,$95k
J506,506,blue-collar,$145k
J507,507,technician,$85k
J508,508,management,$245k
J509,509,technician,$95k
J510,510,management,$165k
J511,511,blue-collar,$125k
J512,512,admin.,$45k
J513,513,blue-collar,$45k
J514,514,blue-collar,$215k
J515,515,blue-collar,$285k
J516,516,blue-collar,$65k
J517,517,admin.,$55k
J518,518,management,$185k
J519,519,self-employed,$75k
J520,520,technician,$85k
J521,521,retired,$245k
J522,522,admin.,$185k
J523,523,services,$245k
J524,524,admin.,$95k
J525,525,blue-collar,$245k
J526,526,admin.,$85k
J527,527,entrepreneur,$245k
J528,528,blue-collar,$65k
J529,529,unknown,$165k
J530,530,entrepreneur,$165k
J531,531,blue-collar,$75k
J532,532,technician,$185k
J533,533,unemployed,$285k
J534,534,blue-collar,$55k
J535,535,blue-collar,$165k
J536,536,blue-collar,$215k
J537,537,admin.,$85k
J538,538,retired,$95k
J539,539,management,$65k
J540,540,services,$35k
J541,541,entrepreneur,$145k
J542,542,technician,$215k
J543,543,admin.,$75k
J544,544,blue-collar,$45k
J545,545,blue-collar,$65k
J546,546,technician,$35k
J547,547,blue-collar,$245k
J548,548,blue-collar,$75k
J549,549,admin.,$245k
J550,550,self-employed,$55k
J551,551,unemployed,$165k
J552,552,student,$215k
J553,553,technician,$245k
J554,554,student,$285k
J555,555,technician,$245k
J556,556,technician,$125k
J557,557,unemployed,$75k
J558,558,admin.,$185k
J559,559,technician,$105k
J560,560,management,$215k
J561,561,admin.,$45k
J562,562,unemployed,$35k
J563,563,technician,$45k
J564,564,retired,$45k
J565,565,technician,$165k
J566,566,blue-collar,$145k
J567,567,technician,$125k
J568,568,blue-collar,$285k
J569,569,blue-collar,$105k
J570,570,admin.,$285k
J571,571,management,$65k
J572,572,blue-collar,$35k
J573,573,housemaid,$285k
J574,574,services,$55k
J575,575,blue-collar,$35k
J576,576,admin.,$285k
J577,577,admin.,$85k
J578,578,admin.,$35k
J579,579,blue-collar,$105k
J580,580,blue-collar,$125k
J581,581,admin.,$105k
J582,582,technician,$215k
J583,583,technician,$55k
J584,584,services,$105k
J585,585,admin.,$45k
J586,586,technician,$55k
J587,587,technician,$185k
J588,588,management,$45k
J589,589,management,$125k
J590,590,management,$165k
J591,591,technician,$185k
J592,592,admin.,$125k
J593,593,admin.,$125k
J594,594,technician,$45k
J595,595,self-employed,$45k
J596,596,blue-collar,$55k
J597,597,blue-collar,$125k
J598,598,technician,$65k
J599,599,technician,$165k
J600,600,admin.,$165k
J601,601,student,$75k
J602,602,self-employed,$45k
J603,603,technician,$55k
J604,604,student,$85k
J605,605,blue-collar,$285k
J606,606,admin.,$45k
J607,607,retired,$215k
J608,608,retired,$75k
J609,609,technician,$185k
J610,610,technician,$45k
J611,611,blue-collar,$245k
J612,612,admin.,$55k
J613,613,blue-collar,$185k
J614,614,services,$185k
J615,615,admin.,$35k
J616,616,unknown,$245k
J617,617,technician,$145k
J618,618,blue-collar,$145k
J619,619,admin.,$185k
J620,620,services,$125k
J621,621,management,$45k
J622,622,management,$85k
J623,623,blue-collar,$95k
J624,624,management,$215k
J625,625,admin.,$75k
J626,626,services,$45k
J627,627,management,$285k
J628,628,admin.,$165k
J629,629,admin.,$145k
J630,630,admin.,$75k
J631,631,blue-collar,$35k
J632,632,entrepreneur,$75k
J633,633,blue-collar,$165k
J634,634,admin.,$45k
J635,635,technician,$145k
J636,636,admin.,$35k
J637,637,management,$65k
J638,638,admin.,$245k
J639,639,admin.,$165k
J640,640,blue-collar,$55k
J641,641,admin.,$65k
J642,642,blue-collar,$35k
J643,643,housemaid,$145k
J644,644,blue-collar,$45k
J645,645,technician,$125k
J646,646,retired,$245k
J647,647,blue-collar,$145k
J648,648,blue-collar,$105k
J649,649,admin.,$45k
J650,650,blue-collar,$75k
J651,651,blue-collar,$165k
J652,652,blue-collar,$45k
J653,653,entrepreneur,$245k
J654,654,services,$185k
J655,655,retired,$95k
J656,656,admin.,$125k
J657,657,technician,$215k
J658,658,admin.,$35k
J659,659,student,$55k
J660,660,blue-collar,$55k
J661,661,student,$215k
J662,662,technician,$285k
J663,663,admin.,$45k
J664,664,services,$285k
J665,665,technician,$55k
J666,666,blue-collar,$75k
J667,667,self-employed,$35k
J668,668,blue-collar,$55k
J669,669,blue-collar,$105k
J670,670,technician,$245k
J671,671,housemaid,$55k
J672,672,unemployed,$65k
J673,673,retired,$105k
J674,674,admin.,$85k
J675,675,unemployed,$55k
J676,676,blue-collar,$145k
J677,677,technician,$85k
J678,678,blue-collar,$75k
J679,679,blue-collar,$245k
J680,680,technician,$65k
J681,681,management,$165k
J682,682,management,$285k
J683,683,technician,$85k
J684,684,management,$65k
J685,685,entrepreneur,$245k
J686,686,retired,$75k
J687,687,blue-collar,$185k
J688,688,blue-collar,$285k
J689,689,self-employed,$125k
J690,690,entrepreneur,$85k
J691,691,services,$165k
J692,692,technician,$75k
J693,693,unemployed,$65k
J694,694,technician,$75k
J695,695,technician,$185k
J696,696,admin.,$185k
J697,697,retired,$65k
J698,698,admin.,$145k
J699,699,technician,$45k
J700,700,technician,$85k
J701,701,blue-collar,$45k
J702,702,management,$125k
J703,703,admin.,$85k
J704,704,technician,$285k
J705,705,blue-collar,$85k
J706,706,services,$65k
J707,707,blue-collar,$105k
J708,708,student,$285k
J709,709,housemaid,$165k
J710,710,admin.,$215k
J711,711,blue-collar,$75k
J712,712,admin.,$125k
J713,713,admin.,$215k
J714,714,admin.,$165k
J715,715,retired,$105k
J716,716,admin.,$215k
J717,717,admin.,$65k
J718,718,housemaid,$95k
J719,719,student,$245k
J720,720,blue-collar,$215k
J721,721,admin.,$185k
J722,722,management,$45k
J723,723,admin.,$65k
J724,724,admin.,$95k
J725,725,services,$125k
J726,726,self-employed,$145k
J727,727,admin.,$45k
J728,728,unemployed,$95k
J729,729,management,$285k
J730,730,services,$65k
J731,731,technician,$55k
J732,732,blue-collar,$245k
J733,733,admin.,$35k
J734,734,admin.,$35k
J735,735,admin.,$165k
J736,736,technician,$215k
J737,737,admin.,$95k
J738,738,technician,$85k
J739,739,blue-collar,$125k
J740,740,admin.,$105k
J741,741,admin.,$35k
J742,742,housemaid,$145k
J743,743,admin.,$185k
J744,744,technician,$35k
J745,745,management,$165k
J746,746,technician,$165k
J747,747,blue-collar,$185k
J748,748,admin.,$75k
J749,749,technician,$75k
J750,750,technician,$145k
J751,751,retired,$285k
J752,752,management,$65k
J753,753,student,$285k
J754,754,retired,$105k
J755,755,blue-collar,$145k
J756,756,blue-collar,$215k
J757,757,admin.,$95k
J758,758,admin.,$185k
J759,759,admin.,$95k
J760,760,admin.,$85k
J761,761,technician,$245k
J762,762,retired,$145k
J763,763,blue-collar,$245k
J764,764,admin.,$185k
J765,765,retired,$285k
J766,766,blue-collar,$45k
J767,767,technician,$285k
J768,768,retired,$145k
J769,769,admin.,$35k
J770,770,technician,$85k
J771,771,technician,$75k
J772,772,technician,$215k
J773,773,blue-collar,$45k
J774,774,technician,$105k
J775,775,blue-collar,$95k
J776,776,admin.,$165k
J777,777,technician,$65k
J778,778,admin.,$65k
J779,779,student,$85k
J780,780,admin.,$65k
J781,781,blue-collar,$185k
J782,782,technician,$95k
J783,783,admin.,$55k
J784,784,technician,$45k
J785,785,blue-collar,$35k
J786,786,technician,$125k
J787,787,technician,$165k
J788,788,retired,$165k
J789,789,management,$285k
J790,790,technician,$55k
J791,791,admin.,$185k
J792,792,technician,$95k
J793,793,entrepreneur,$145k
J794,794,blue-collar,$145k
J795,795,technician,$185k
J796,796,technician,$45k
J797,797,technician,$215k
J798,798,admin.,$45k
J799,799,student,$85k
J800,800,blue-collar,$245k
J801,801,admin.,$65k
J802,802,admin.,$125k
J803,803,housemaid,$285k
J804,804,retired,$145k
J805,805,management,$185k
J806,806,management,$105k
J807,807,services,$95k
J808,808,technician,$215k
J809,809,technician,$65k
J810,810,technician,$285k
J811,811,admin.,$185k
J812,812,blue-collar,$165k
J813,813,management,$35k
J814,814,admin.,$145k
J815,815,services,$95k
J816,816,blue-collar,$125k
J817,817,services,$105k
J818,818,admin.,$105k
J819,819,admin.,$145k
J820,820,technician,$45k
J821,821,services,$55k
J822,822,admin.,$215k
J823,823,services,$165k
J824,824,housemaid,$185k
J825,825,services,$125k
J826,826,blue-collar,$245k
J827,827,admin.,$245k
J828,828,technician,$95k
J829,829,blue-collar,$215k
J830,830,blue-collar,$45k
J831,831,technician,$45k
J832,832,admin.,$85k
J833,833,admin.,$215k
J834,834,technician,$285k
J835,835,blue-collar,$75k
J836,836,technician,$95k
J837,837,blue-collar,$125k
J838,838,admin.,$35k
J839,839,blue-collar,$285k
J840,840,entrepreneur,$105k
J841,841,admin.,$105k
J842,842,blue-collar,$85k
J843,843,blue-collar,$85k
J844,844,management,$125k
J845,845,admin.,$35k
J846,846,management,$95k
J847,847,admin.,$165k
J848,848,blue-collar,$285k
J849,849,admin.,$65k
J850,850,unemployed,$185k
J851,851,blue-collar,$55k
J852,852,admin.,$185k
J853,853,admin.,$75k
J854,854,admin.,$245k
J855,855,admin.,$35k
J856,856,technician,$65k
J857,857,blue-collar,$45k
J858,858,blue-collar,$75k
J859,859,blue-collar,$245k
J860,860,entrepreneur,$65k
J861,861,blue-collar,$85k
J862,862,student,$45k
J863,863,management,$65k
J864,864,services,$165k
J865,865,admin.,$45k
J866,866,technician,$55k
J867,867,admin.,$245k
J868,868,blue-collar,$125k
J869,869,admin.,$285k
J870,870,services,$85k
J871,871,blue-collar,$85k
J872,872,admin.,$165k
J873,873,technician,$145k
J874,874,admin.,$35k
J875,875,admin.,$125k
J876,876,technician,$165k
J877,877,technician,$75k
J878,878,admin.,$285k
J879,879,technician,$285k
J880,880,blue-collar,$55k
J881,881,management,$75k
J882,882,admin.,$75k
J883,883,self-employed,$85k
J884,884,services,$35k
J885,885,blue-collar,$45k
J886,886,services,$85k
J887,887,technician,$145k
J888,888,services,$125k
J889,889,housemaid,$35k
J890,890,admin.,$245k
J891,891,self-employed,$55k
J892,892,blue-collar,$245k
J893,893,blue-collar,$245k
J894,894,admin.,$285k
J895,895,housemaid,$55k
J896,896,entrepreneur,$35k
J897,897,self-employed,$215k
J898,898,admin.,$85k
J899,899,blue-collar,$145k
J900,900,student,$105k
J901,901,unemployed,$125k
J902,902,blue-collar,$85k
J903,903,admin.,$185k
J904,904,admin.,$215k
J905,905,technician,$75k
J906,906,retired,$105k
J907,907,blue-collar,$165k
J908,908,management,$215k
J909,909,student,$215k
J910,910,management,$185k
J911,911,admin.,$285k
J912,912,technician,$215k
J913,913,student,$75k
J914,914,technician,$85k
J915,915,services,$285k
J916,916,self-employed,$95k
J917,917,services,$85k
J918,918,blue-collar,$185k
J919,919,blue-collar,$35k
J920,920,self-employed,$85k
J921,921,services,$85k
J922,922,admin.,$105k
J923,923,admin.,$75k
J924,924,technician,$105k
J925,925,self-employed,$285k
J926,926,technician,$75k
J927,927,blue-collar,$245k
J928,928,services,$85k
J929,929,blue-collar,$185k
J930,930,blue-collar,$145k
J931,931,blue-collar,$95k
J932,932,admin.,$285k
J933,933,admin.,$185k
J934,934,services,$285k
J935,935,blue-collar,$95k
J936,936,blue-collar,$145k
J937,937,unknown,$55k
J938,938,management,$55k
J939,939,blue-collar,$215k
J940,940,admin.,$85k
J941,941,admin.,$105k
J942,942,blue-collar,$35k
J943,943,retired,$55k
J944,944,management,$145k
J945,945,retired,$45k
J946,946,admin.,$65k
J947,947,technician,$35k
J948,948,admin.,$35k
J949,949,admin.,$85k
J950,950,unknown,$105k
J951,951,admin.,$55k
J952,952,technician,$55k
J953,953,blue-collar,$285k
J954,954,admin.,$165k
J955,955,admin.,$65k
J956,956,admin.,$215k
J957,957,admin.,$55k
J958,958,blue-collar,$285k
J959,959,admin.,$85k
J960,960,technician,$215k
J961,961,blue-collar,$105k
J962,962,services,$185k
J963,963,services,$245k
J964,964,services,$285k
J965,965,technician,$245k
J966,966,technician,$125k
J967,967,entrepreneur,$55k
J968,968,management,$45k
J969,969,blue-collar,$165k
J970,970,technician,$165k
J971,971,management,$285k
J972,972,admin.,$145k
J973,973,admin.,$285k
J974,974,unemployed,$215k
J975,975,blue-collar,$65k
J976,976,management,$85k
J977,977,services,$245k
J978,978,student,$215k
J979,979,technician,$125k
J980,980,blue-collar,$45k
J981,981,technician,$215k
J982,982,technician,$65k
J983,983,student,$245k
J984,984,blue-collar,$55k
J985,985,admin.,$45k
J986,986,blue-collar,$65k
J987,987,retired,$165k
J988,988,admin.,$45k
J989,989,technician,$245k
J990,990,blue-collar,$285k
J991,991,technician,$215k
J992,992,blue-collar,$185k
J993,993,services,$65k
J994,994,blue-collar,$245k
J995,995,self-employed,$105k
J996,996,entrepreneur,$125k
J997,997,entrepreneur,$65k
J998,998,blue-collar,$65k
J999,999,technician,$105k
J1000,1000,services,$215k
J1001,1001,unemployed,$55k
J1002,1002,technician,$245k
J1003,1003,entrepreneur,$215k
J1004,1004,blue-collar,$245k
J1005,1005,blue-collar,$125k
J1006,1006,management,$45k
J1007,1007,admin.,$185k
J1008,1008,admin.,$285k
J1009,1009,management,$75k
J1010,1010,admin.,$55k
J1011,1011,management,$165k
J1012,1012,blue-collar,$185k
J1013,1013,admin.,$185k
J1014,1014,management,$45k
J1015,1015,technician,$185k
J1016,1016,admin.,$55k
J1017,1017,blue-collar,$285k
J1018,1018,blue-collar,$95k
J1019,1019,technician,$145k
J1020,1020,retired,$55k
J1021,1021,admin.,$65k
J1022,1022,admin.,$85k
J1023,1023,admin.,$165k
J1024,1024,admin.,$75k
J1025,1025,technician,$85k
J1026,1026,admin.,$105k
J1027,1027,entrepreneur,$165k
J1028,1028,admin.,$45k
J1029,1029,technician,$125k
J1030,1030,blue-collar,$85k
J1031,1031,technician,$165k
J1032,1032,blue-collar,$75k
J1033,1033,admin.,$65k
J1034,1034,management,$145k
J1035,1035,management,$95k
J1036,1036,services,$145k
J1037,1037,blue-collar,$165k
J1038,1038,blue-collar,$185k
J1039,1039,entrepreneur,$65k
J1040,1040,services,$85k
J1041,1041,services,$165k
J1042,1042,services,$65k
J1043,1043,management,$85k
J1044,1044,services,$65k
J1045,1045,unemployed,$105k
J1046,1046,admin.,$145k
J1047,1047,admin.,$95k
J1048,1048,self-employed,$215k
J1049,1049,services,$125k
J1050,1050,unemployed,$35k
J1051,1051,services,$75k
J1052,1052,admin.,$105k
J1053,1053,blue-collar,$65k
J1054,1054,blue-collar,$285k
J1055,1055,services,$185k
J1056,1056,technician,$285k
J1057,1057,blue-collar,$245k
J1058,1058,self-employed,$185k
J1059,1059,unknown,$285k
J1060,1060,admin.,$105k
J1061,1061,retired,$35k
J1062,1062,admin.,$55k
J1063,1063,services,$245k
